,UE,UW,NP,BA,AH,WP,CP,EP,AA,TV
5460,-22218.73059,-12972.74622,-78484.39012,-80621.18146,-312657.7815,-256719.6592,-116716.6028,-141835.1581,-1038046.399,-52437.35072
5461,-21499.49369,-12552.80874,-75943.79181,-78011.41363,-302536.8157,-248409.4522,-112938.3992,-137243.8481,-1004444.062,-50739.91452
5462,-22150.16172,-12932.71124,-78242.18072,-80372.37774,-311692.8934,-255927.4008,-116356.4056,-141397.4429,-1034842.901,-52275.52466
5463,-22432.74537,-13097.70203,-79240.36578,-81397.73908,-315669.357,-259192.4288,-117840.838,-143201.3396,-1048045.048,-52942.43664
5464,-22952.37536,-13401.09596,-81075.88211,-83283.2286,-322981.4922,-265196.3377,-120570.492,-146518.4419,-1072321.864,-54168.79023
5465,-22960.99905,-13406.13103,-81106.34403,-83314.51987,-323102.8431,-265295.9775,-120615.7929,-146573.492,-1072724.758,-54189.14259
5466,-22884.96333,-13361.73641,-80837.75907,-83038.6225,-322032.8829,-264417.4456,-120216.3717,-146088.1115,-1069172.413,-54009.69437
5467,-26550.97868,-15502.19564,-93787.41782,-96340.84459,-373620.3587,-306775.3206,-139474.2162,-169490.4326,-1240446.555,-62661.67978
5468,-26870.16043,-15688.55479,-94914.88029,-97499.003,-378111.824,-310463.2104,-141150.9011,-171527.9565,-1255358.544,-63414.96518
5469,-26975.85323,-15750.26515,-95288.22454,-97882.5118,-379599.1131,-311684.4062,-141706.113,-172202.6555,-1260296.452,-63664.40565
5470,-26471.57762,-15455.83611,-93506.94528,-96052.73599,-372503.0419,-305857.9048,-139057.1167,-168983.5692,-1236736.983,-62474.28918
5471,-24530.93155,-14322.76018,-86651.89915,-89011.05653,-345194.6369,-283435.2918,-128862.7622,-156595.2898,-1146071.108,-57894.26431
5472,-23813.06183,-13903.62094,-84116.13018,-86406.24951,-335092.9096,-275140.8814,-125091.7404,-152012.7073,-1112532.644,-56200.05472
5473,-21193.98365,-12374.43202,-74864.62263,-76902.86332,-298237.736,-244879.528,-111333.5328,-135293.5988,-990170.8078,-50018.89506
5474,-20399.65753,-11910.65255,-72058.78274,-74020.63252,-287060.1289,-235701.7251,-107160.8802,-130222.9504,-953060.3456,-48144.24444
5475,-20257.26146,-11827.51242,-71555.7896,-73503.94504,-285056.3583,-234056.4524,-106412.8633,-129313.9529,-946407.6823,-47808.18236
5476,-19880.23788,-11607.38143,-70224.00938,-72135.90619,-279750.9536,-229700.2465,-104432.331,-126907.1908,-928793.3559,-46918.38725
5477,-19974.04681,-11662.15321,-70555.37562,-72476.2941,-281071.0152,-230784.1337,-104925.1162,-127506.0281,-933176.0558,-47139.78118
5478,-18898.50423,-11034.1812,-66756.18,-68573.66278,-265936.183,-218357.0994,-99275.213,-120640.2105,-882927.3207,-44601.44517
5479,-17710.85365,-10340.75322,-62560.97944,-64264.245,-249223.7884,-204634.747,-93036.39842,-113058.7419,-827440.9643,-41798.52853
5480,-17904.04537,-10453.55116,-63243.40071,-64965.24566,-251942.3458,-206866.9229,-94051.24854,-114291.9977,-836466.7712,-42254.47096
5481,-18205.7694,-10629.71736,-64309.19637,-66060.05834,-256188.1495,-210353.1027,-95636.22676,-116218.0788,-850563.1456,-42966.55525
5482,-18014.15519,-10517.84046,-63632.3474,-65364.7817,-253491.7904,-208139.1537,-94629.66338,-114994.8931,-841611.0389,-42514.33581
5483,-18065.3715,-10547.74389,-63813.26148,-65550.62128,-254212.4967,-208730.9172,-94898.70639,-115321.8368,-844003.8358,-42635.20896
5484,-17952.42218,-10481.7967,-63414.28464,-65140.78203,-252623.0951,-207425.8781,-94305.3754,-114600.8152,-838726.9079,-42368.64272
5485,-18170.95914,-10609.39285,-64186.23424,-65933.74848,-255698.306,-209950.8979,-95453.3659,-115995.8645,-848936.8298,-42884.40123
5486,-18440.92275,-10767.01524,-65139.84088,-66913.31772,-259497.1829,-213070.1115,-96871.50431,-117719.2001,-861549.3754,-43521.52927
5487,-18484.6722,-10792.55903,-65294.37939,-67072.06365,-260112.817,-213575.6015,-97101.32339,-117998.4785,-863593.3251,-43624.78025
5488,-18670.92291,-10901.30436,-65952.28254,-67747.87866,-262733.7017,-215727.5793,-98079.71183,-119187.4257,-872294.8514,-44064.34152
5489,-19174.25202,-11195.18077,-67730.21842,-69574.22006,-269816.4539,-221543.1446,-100723.7361,-122400.47,-895810.0999,-45252.22419
5490,-19762.55604,-11538.67108,-69808.31564,-71708.89491,-278094.957,-228340.527,-103814.1398,-126155.9588,-923295.3277,-46640.65204
5491,-25811.76006,-15070.59152,-91176.23703,-93658.57261,-363218.2138,-298234.2407,-135591.0472,-164771.5676,-1205910.684,-60917.08569
5492,-26502.49671,-15473.8887,-93616.1624,-96164.92663,-372938.1295,-306215.1502,-139219.5369,-169180.9438,-1238181.505,-62547.25982
5493,-19936.08154,-11639.98661,-70421.26888,-72338.53622,-280536.775,-230345.4753,-104725.6818,-127263.6736,-931402.3398,-47050.18117
5494,-20775.62944,-12130.16951,-73386.84809,-75384.85536,-292350.7347,-240045.7798,-109135.8879,-132622.9991,-970625.5385,-49031.55756
5495,-20054.81504,-11709.31098,-70840.67749,-72769.36351,-282207.5705,-231717.346,-105349.3976,-128021.619,-936949.5015,-47330.39837
5496,-20077.74144,-11722.69691,-70921.66161,-72852.55249,-282530.1865,-231982.2422,-105469.8316,-128167.9716,-938020.6097,-47384.50586
5497,-21740.11571,-12693.29959,-76793.75364,-78884.51625,-305922.8033,-251189.6472,-114202.4042,-138779.8793,-1015685.786,-51307.79492
5498,-20868.28154,-12184.26586,-73714.12797,-75721.04566,-293654.5175,-241116.3007,-109622.5961,-133214.4517,-974954.1917,-49250.22129
5499,-20718.94445,-12097.07311,-73186.6167,-75179.17253,-291553.0741,-239390.8301,-108838.1175,-132261.1456,-967977.2479,-48897.77804
5500,-20404.49521,-11913.47711,-72075.87113,-74038.18616,-287128.2039,-235757.6207,-107186.2929,-130253.8321,-953286.3592,-48155.66162
5501,-19223.47016,-11223.91754,-67904.07424,-69752.80923,-270509.0423,-222111.8208,-100982.2826,-122714.6582,-898109.5434,-45368.38154
5502,-20167.86953,-11775.31958,-71240.02581,-73179.58437,-283798.452,-233023.6002,-105943.281,-128743.312,-942231.3427,-47597.21281
5503,-19817.66353,-11570.84644,-70002.97473,-71908.85372,-278870.4192,-228977.25,-104103.6235,-126507.7421,-925869.9182,-46770.70856
5504,-19378.0656,-11314.18045,-68450.15986,-70313.7624,-272684.4802,-223898.0475,-101794.3837,-123701.5313,-905332.1542,-45733.23477
5505,-19573.67616,-11428.39068,-69141.12532,-71023.53988,-275437.0751,-226158.1711,-102821.9401,-124950.228,-914470.9679,-46194.88579
5506,-18390.54777,-10737.60304,-64961.8987,-66730.53094,-258788.3157,-212488.0689,-96606.8809,-117397.6272,-859195.8852,-43402.64172
5507,-18414.73617,-10751.72581,-65047.34066,-66818.29912,-259128.6903,-212767.5465,-96733.94433,-117552.0359,-860325.9535,-43459.7276
5508,-18558.81492,-10835.84839,-65556.2776,-67341.09221,-261156.1392,-214432.2612,-97490.80044,-118471.7749,-867057.2303,-43799.76088
5509,-18761.78717,-10954.35685,-66273.24714,-68077.58174,-264012.3264,-216777.4432,-98557.02838,-119767.4655,-876539.9778,-44278.78586
5510,-18978.43112,-11080.84774,-67038.50997,-68863.67938,-267060.8992,-219280.5908,-99695.07478,-121150.4306,-886661.4596,-44790.07677
5511,-19487.43925,-11378.03993,-68836.50614,-70710.62723,-274223.5655,-225161.7725,-102368.9314,-124399.7273,-910442.0285,-45991.36222
5512,-19913.36547,-11626.72348,-70341.02773,-72256.11044,-280217.1189,-230083.0093,-104606.3527,-127118.6636,-930341.0583,-46996.57008
5513,-19934.39886,-11639.00415,-70415.32509,-72332.4306,-280513.0968,-230326.0334,-104716.8427,-127252.9321,-931323.7264,-47046.20998
5514,-20106.87269,-11739.70564,-71024.56346,-72958.25591,-282940.116,-232318.8305,-105622.8602,-128353.9334,-939381.6051,-47453.25711
5515,-24859.15766,-14514.40002,-87811.30949,-90202.03261,-349813.3727,-287227.682,-130586.9577,-158690.5491,-1161405.644,-58668.89487
5516,-25802.50537,-15065.18803,-91143.54619,-93624.99174,-363087.9835,-298127.3101,-135542.4316,-164712.4895,-1205478.31,-60895.24413
5517,-25260.05415,-14748.46957,-89227.41721,-91656.69484,-355454.7123,-291859.7202,-132692.896,-161249.7059,-1180135.299,-59615.03126
5518,-24072.71907,-14055.2258,-85033.33111,-87348.42187,-338746.7574,-278141.0131,-126455.7388,-153670.2514,-1124663.682,-56812.85921
5519,-22904.31405,-13373.03463,-80906.11264,-83108.83704,-322305.1826,-264641.0277,-120318.0225,-146211.6385,-1070076.467,-54055.36308
5520,-21823.19762,-12741.80824,-77087.22822,-79185.98087,-307091.9162,-252149.5921,-114638.8395,-139310.2397,-1019567.325,-51503.8725
5521,-21964.64719,-12824.39574,-77586.87798,-79699.23394,-309082.3679,-253783.9288,-115381.8843,-140213.1951,-1026175.768,-51837.70079
5522,-21818.57027,-12739.10649,-77070.8828,-79169.19044,-307026.8011,-252096.1268,-114614.5317,-139280.7006,-1019351.138,-51492.95172
5523,-21412.2051,-12501.84396,-75635.45776,-77694.68497,-301308.5072,-247400.9024,-112479.866,-136686.634,-1000365.99,-50533.90896
5524,-21186.72712,-12370.19519,-74838.99004,-76876.53286,-298135.6236,-244795.6847,-111295.4138,-135247.2761,-989831.7872,-50001.76929
5525,-21224.16656,-12392.05478,-74971.23934,-77012.38275,-298662.4644,-245228.2675,-111492.0859,-135486.274,-991580.9365,-50090.12831
5526,-20483.79111,-11959.77523,-72355.97219,-74325.91315,-288244.0407,-236673.8213,-107602.8399,-130760.0242,-956991.0181,-48342.80402
5527,-20701.2764,-12086.75735,-73124.20692,-75115.0636,-291304.4527,-239186.6899,-108745.3059,-132148.3601,-967151.8067,-48856.08053
5528,-21128.67496,-12336.30054,-74633.92932,-76665.88923,-297318.7245,-244124.9383,-110990.4616,-134876.6952,-987119.6232,-49864.76318
5529,-21213.01887,-12385.54603,-74931.86174,-76971.93306,-298505.5961,-245099.4647,-111433.5262,-135415.1117,-991060.1224,-50063.81916
5530,-21470.99344,-12536.16843,-75843.11889,-77907.99981,-302135.7655,-248080.1546,-112788.6854,-137061.9144,-1003112.547,-50672.65247
5531,-17548.05518,-10245.70084,-61985.91785,-63673.52697,-246932.9191,-202753.741,-92181.20627,-112019.5041,-819835.113,-41414.31575
5532,-19311.49491,-11275.31214,-68215.0087,-70072.2091,-271747.71,-223128.8765,-101444.683,-123276.5717,-902222.0095,-45576.1245
5533,-20270.61766,-11835.31065,-71602.96842,-73552.40834,-285244.3043,-234210.7726,-106483.0244,-129399.2134,-947031.6766,-47839.70369
5534,-20812.43788,-12151.66068,-73516.86848,-75518.41564,-292868.6961,-240471.0719,-109329.2453,-132857.9689,-972345.2078,-49118.42737
5535,-21395.58872,-12492.14223,-75576.76284,-77634.39204,-301074.6846,-247208.9134,-112392.5789,-136580.5619,-999589.6818,-50494.69345
5536,-21651.77546,-12641.72078,-76481.70472,-78563.97158,-304679.696,-250168.9462,-113738.3464,-138215.9518,-1011558.58,-51099.30736
5537,-22374.27253,-13063.56177,-79033.81911,-81185.56904,-314846.5384,-258516.822,-117533.6759,-142828.0733,-1045313.23,-52804.43773
5538,-22214.83941,-12970.4743,-78470.6451,-80607.06223,-312603.0255,-256674.6997,-116696.1622,-141810.3184,-1037864.606,-52428.16733
5539,-25861.92471,-15099.88092,-91353.43623,-93840.59619,-363924.1212,-298813.8531,-135854.5657,-165091.7979,-1208254.347,-61035.47684
5540,-26245.36347,-15323.75752,-92707.87715,-95231.91268,-369319.7991,-303244.1813,-137868.7973,-167539.5119,-1226168.387,-61940.41211
5541,-26121.37162,-15251.36297,-92269.8942,-94782.00535,-367575.0092,-301811.5546,-137217.4591,-166747.9993,-1220375.559,-61647.78493
5542,-25362.80227,-14808.46064,-89590.35983,-92029.51882,-356900.5646,-293046.8926,-133232.6394,-161905.6073,-1184935.632,-59857.52214
5543,-24478.97907,-14292.42692,-86468.38467,-88822.54574,-344463.5714,-282835.0225,-128589.852,-156263.6467,-1143643.917,-57771.65377
5544,-23083.62373,-13477.72733,-81539.49765,-83759.4664,-324828.3945,-266712.8077,-121259.9492,-147356.2771,-1078453.713,-54478.54318
5545,-22440.52772,-13102.24588,-79267.8558,-81425.97754,-315778.8689,-259282.3477,-117881.7193,-143251.019,-1048408.635,-52960.8034
5546,-21629.58523,-12628.76468,-76403.321,-78483.45381,-304367.4392,-249912.5558,-113621.7795,-138074.2985,-1010521.865,-51046.93727
5547,-21416.93762,-12504.60711,-75652.17467,-77711.857,-301375.1022,-247455.5828,-112504.7262,-136716.8444,-1000587.09,-50545.07794
5548,-20890.78728,-12197.40618,-73793.62615,-75802.70823,-293971.2139,-241376.3365,-109740.8203,-133358.1189,-976005.6466,-49303.33598
5549,-21239.62611,-12401.08107,-75025.8479,-77068.47806,-298880.0082,-245406.8901,-111573.296,-135584.9613,-992303.1976,-50126.61363
5550,-21414.72911,-12503.31764,-75644.37344,-77703.84339,-301344.0245,-247430.0653,-112493.1248,-136702.7462,-1000483.91,-50539.86575
5551,-20993.11474,-12257.15163,-74155.08282,-76174.0058,-295411.1466,-242558.6484,-110278.3539,-134011.335,-980786.327,-49544.83406
5552,-22016.38934,-12854.60618,-77769.64949,-79886.98153,-309810.4736,-254381.7679,-115653.6896,-140543.4955,-1028593.132,-51959.81493
5553,-22672.63122,-13237.76306,-80087.72719,-82268.17049,-319044.9855,-261964.118,-119100.9758,-144732.6714,-1059252.378,-53508.57964
5554,-22973.40875,-13413.37663,-81150.17947,-83359.54876,-323277.4701,-265439.3617,-120680.9819,-146652.7104,-1073304.532,-54218.43013
5555,-22045.94126,-12871.86052,-77874.03729,-79994.21136,-310226.3227,-254723.2167,-115808.9279,-140732.1427,-1029973.781,-52029.55898
5556,-20831.36794,-12162.71329,-73583.7361,-75587.10378,-293135.0763,-240689.7935,-109428.6862,-132978.8105,-973229.6091,-49163.10328
5557,-21964.64719,-12824.39574,-77586.87798,-79699.23394,-309082.3679,-253783.9288,-115381.8843,-140213.1951,-1026175.768,-51837.70079
5558,-22295.60764,-13017.63207,-78755.94698,-80900.13164,-313739.5809,-257607.912,-117120.4436,-142325.9093,-1041638.051,-52618.78453
5559,-22732.99706,-13273.00858,-80300.96062,-82487.20935,-319894.4422,-262661.5969,-119418.0819,-145118.0219,-1062072.635,-53651.04613
5560,-22773.06568,-13296.40325,-80442.4971,-82632.59925,-320458.2802,-263124.5577,-119628.5652,-145373.8033,-1063944.618,-53745.61013
5561,-22590.91649,-13190.05266,-79799.08194,-81971.66667,-317895.1112,-261019.9696,-118671.7223,-144211.0385,-1055434.712,-53315.72865
5562,-22624.46475,-13209.64033,-79917.58623,-82093.39733,-318367.196,-261407.5929,-118847.9538,-144425.1967,-1057002.068,-53394.90428
5563,-27814.03397,-16239.64982,-98248.97443,-100923.8701,-391393.8342,-321368.9142,-146109.1372,-177553.2536,-1299455.777,-65642.55544
5564,-27425.33686,-16012.70305,-96875.95917,-99513.4736,-385924.1618,-316877.8299,-144067.2831,-175071.9724,-1281296.07,-64725.21019
5565,-27109.20495,-15828.1246,-95759.26982,-98366.38161,-381475.6133,-313225.1786,-142406.6193,-173053.9175,-1266526.568,-63979.12258
5566,-25596.90394,-14945.14449,-90417.28947,-92878.96218,-360194.7991,-295751.7502,-134462.3924,-163400.0153,-1195872.729,-60410.01417
5567,-23967.34177,-13993.69965,-84661.10133,-86966.05787,-337263.9079,-276923.4627,-125902.1842,-152997.5664,-1119740.515,-56564.16334
5568,-23310.04822,-13609.92874,-82339.30876,-84581.05291,-328014.5971,-269328.9615,-122449.3735,-148801.6771,-1089032.136,-55012.91664
5569,-21252.66681,-12408.69509,-75071.91227,-77115.79656,-299063.5145,-245557.5651,-111641.7998,-135668.2078,-992912.4519,-50157.39036
5570,-20891.52344,-12197.836,-73796.22656,-75805.37943,-293981.5732,-241384.8423,-109744.6875,-133362.8183,-976040.0399,-49305.07337
5571,-20493.6768,-11965.54714,-72390.89195,-74361.78363,-288383.1504,-236788.0426,-107654.7702,-130823.1304,-957452.8721,-48366.13477
5572,-20169.97287,-11776.54765,-71247.45555,-73187.21638,-283828.0498,-233047.9026,-105954.33,-128756.7388,-942329.6095,-47602.1768
5573,-20366.10927,-11891.06489,-71940.27845,-73898.90187,-286588.0441,-235314.1018,-106984.6487,-130008.7922,-951492.9899,-48065.06881
5574,-19881.92055,-11608.36388,-70229.95317,-72142.01181,-279774.6318,-229719.6884,-104441.1702,-126917.9323,-928871.9694,-46922.35844
5575,-20150.09632,-11764.94241,-71177.24454,-73115.09383,-283548.3506,-232818.2449,-105849.917,-128629.8551,-941400.9881,-47555.26709
5576,-16466.09741,-9613.983218,-58164.06154,-59747.618,-231707.8137,-190252.5844,-86497.60364,-105112.7345,-769286.664,-38860.83958
5577,-18076.8347,-10554.43686,-63853.75354,-65592.21577,-254373.8047,-208863.3653,-94958.92341,-115395.0131,-844539.3899,-42662.2627
5578,-19096.00779,-11149.49668,-67453.83223,-69290.30907,-268715.4159,-220639.0952,-100312.7136,-121900.9913,-892154.5745,-45067.56378
5579,-19284.57217,-11259.59288,-68119.90808,-69974.51929,-271368.8582,-222817.8057,-101303.2559,-123104.708,-900964.1943,-45512.58544
5580,-19570.73149,-11426.67138,-69130.72369,-71012.85506,-275395.6382,-226124.1477,-102806.4716,-124931.4304,-914333.3943,-46187.9362
5581,-20402.28671,-11912.18764,-72068.06991,-74030.17254,-287097.1262,-235732.1031,-107174.6914,-130239.734,-953183.1791,-48150.44943
5582,-20008.54158,-11682.29351,-70677.22329,-72601.45916,-281556.4191,-231182.6931,-105106.3197,-127726.2284,-934787.6316,-47221.19061
5583,-21032.23685,-12279.99368,-74293.27591,-76315.9613,-295961.6656,-243010.6731,-110483.8652,-134261.0743,-982614.0898,-49637.16427
5584,-20736.50733,-12107.32747,-73248.655,-75242.89986,-291800.2157,-239593.7551,-108930.3766,-132373.2598,-968797.7758,-48939.22735
5585,-20871.43655,-12186.10796,-73725.27258,-75732.49368,-293698.9142,-241152.7543,-109639.1696,-133234.5919,-975101.5919,-49257.66728
5586,-21556.17868,-12585.90514,-76144.02321,-78217.09646,-303334.4762,-249064.4019,-113236.1696,-137605.7016,-1007092.353,-50873.69404
5587,-26329.18155,-15372.69598,-93003.95214,-95536.04852,-370499.2712,-304212.6321,-138309.0998,-168074.5717,-1230084.32,-62138.22709
5588,-26875.73428,-15691.80917,-94934.5691,-97519.22785,-378190.2581,-310527.6118,-141180.1809,-171563.5376,-1255618.951,-63428.11975
5589,-25933.64858,-15141.758,-91606.79024,-94100.84793,-364933.406,-299642.565,-136231.3364,-165549.6533,-1211605.246,-61204.74888
5590,-24610.64812,-14369.30391,-86933.48615,-89300.30993,-346316.3933,-284356.3529,-129281.519,-157104.1672,-1149795.42,-58082.39951
5591,-23159.23878,-13521.87634,-81806.59667,-84033.83737,-325892.4352,-267586.4791,-121657.1606,-147838.9722,-1081986.405,-54656.9986
5592,-21656.29764,-12644.36113,-76497.67865,-78580.38041,-304743.3312,-250221.1964,-113762.1018,-138244.8195,-1011769.853,-51109.97994
5593,-22632.35227,-13214.24558,-79945.44775,-82122.01739,-318478.1877,-261498.7269,-118889.3875,-144475.5473,-1057370.568,-53413.51924
5594,-22138.27785,-12925.77266,-78200.20271,-80329.25685,-311525.6658,-255790.0922,-116293.9788,-141321.5812,-1034287.694,-52247.47812
5595,-21724.65617,-12684.2733,-76739.14508,-78828.42093,-305705.2595,-251011.0245,-114121.1941,-138681.192,-1014963.525,-51271.30959
5596,-21317.029,-12446.27394,-75299.2622,-77349.33625,-299969.207,-246301.2186,-111979.899,-136079.0692,-995919.4163,-50309.28844
5597,-21457.4269,-12528.2474,-75795.19709,-77858.77331,-301944.8598,-247923.4041,-112717.4194,-136975.3112,-1002478.726,-50640.63474
5598,-21551.97201,-12583.44901,-76129.16373,-78201.83242,-303275.2806,-249015.7971,-113214.0716,-137578.8479,-1006895.819,-50863.76606
5599,-21019.82715,-12272.74808,-74249.44047,-76270.9324,-295787.0386,-242867.2889,-110418.6761,-134181.8559,-982034.3156,-49607.87673
5600,-21069.25562,-12301.60765,-74424.03927,-76450.28478,-296482.5868,-243438.3954,-110678.3275,-134497.3868,-984343.5857,-49724.53048
5601,-21363.5128,-12473.41421,-75463.45937,-77518.0038,-300623.3182,-246838.3017,-112224.0818,-136375.8025,-998091.1129,-50418.99261
5602,-21287.89775,-12429.26521,-75196.36035,-77243.63283,-299559.2775,-245964.6303,-111826.8704,-135893.1074,-994558.421,-50240.53719
5603,-21391.80271,-12489.93171,-75563.38932,-77620.65441,-301021.4086,-247165.1691,-112372.6907,-136556.3936,-999412.8016,-50485.75826
5604,-21193.03714,-12373.87939,-74861.27925,-76899.42891,-298224.417,-244868.5919,-111328.5608,-135287.5567,-990126.5877,-50016.66126
5605,-21384.02036,-12485.38787,-75535.8993,-77592.41596,-300911.8967,-247075.2502,-112331.8095,-136506.7143,-999049.2144,-50467.3915
5606,-21712.7723,-12677.33473,-76697.16707,-78785.30004,-305538.032,-250873.7159,-114058.7673,-138605.3303,-1014408.317,-51243.26305
5607,-22437.79338,-13100.64939,-79258.19714,-81416.05592,-315740.3918,-259250.7546,-117867.3556,-143233.5641,-1048280.888,-52954.35022
5608,-22829.33,-13329.25404,-80641.24254,-82836.75567,-321250.0212,-263774.647,-119924.1258,-145732.9714,-1066573.255,-53878.39685
5609,-22873.39496,-13354.98205,-80796.89552,-82996.64641,-321870.095,-264283.7824,-120155.6023,-146014.2639,-1068631.945,-53982.39243
5610,-22521.19079,-13149.34224,-79552.78619,-81718.66535,-316913.9443,-260214.3449,-118305.4482,-143765.9385,-1052177.167,-53151.1724
5611,-27109.52045,-15828.30881,-95760.38428,-98367.52641,-381480.053,-313228.824,-142408.2766,-173055.9315,-1266541.308,-63979.86718
5612,-27385.68891,-15989.55399,-96735.90864,-99369.6101,-385366.2434,-316419.7296,-143859.0095,-174818.8764,-1279443.74,-64631.63899
5613,-27309.12736,-15944.85236,-96465.46625,-99091.80472,-384288.8837,-315535.1221,-143456.8262,-174330.1392,-1275866.828,-64450.94977
5614,-27152.84924,-15853.60698,-95913.43684,-98524.74594,-382089.7676,-313729.4535,-142635.8859,-173332.5245,-1268565.604,-64082.12536
5615,-24396.7385,-14244.40951,-86177.88198,-88524.13392,-343306.2976,-281884.7985,-128157.8363,-155738.657,-1139801.685,-57577.56179
5616,-23388.18727,-13655.55142,-82615.32346,-84864.5823,-329114.1552,-270231.7958,-122859.8436,-149300.4844,-1092682.748,-55197.32885
5617,-22551.68921,-13167.14921,-79660.51736,-81829.32958,-317343.1123,-260566.7297,-118465.6586,-143960.6278,-1053602.036,-53223.15024
5618,-22003.03313,-12846.80796,-77722.47067,-79838.51823,-309622.5276,-254227.4477,-115583.5285,-140458.235,-1027969.138,-51928.2936
5619,-21681.01188,-12658.79091,-76584.97805,-78670.0566,-305091.1053,-250506.7496,-113891.9274,-138402.5849,-1012924.488,-51168.30681
5620,-21696.05075,-12667.57159,-76638.10066,-78724.62551,-305302.7295,-250680.5118,-113970.9278,-138498.5869,-1013627.096,-51203.79934
5621,-21887.77014,-12779.50989,-77315.32112,-79420.28376,-308000.5685,-252895.6759,-114978.0436,-139722.4439,-1022584.116,-51656.26698
5622,-21694.36808,-12666.58914,-76632.15688,-78718.5199,-305279.0513,-250661.0699,-113962.0886,-138487.8454,-1013548.483,-51199.82815
5623,-21185.57029,-12369.51975,-74834.90368,-76872.33526,-298119.3448,-244782.3184,-111289.3369,-135239.8914,-989777.7405,-49999.0391
5624,-21225.6389,-12392.91443,-74976.44016,-77017.72516,-298683.1828,-245245.2792,-111499.8202,-135495.6728,-991649.7233,-50093.6031
5625,-22218.41508,-12972.56201,-78483.27566,-80620.03666,-312653.3418,-256716.0138,-116714.9455,-141833.144,-1038031.659,-52436.60612
5626,-20432.25929,-11929.68759,-72173.94365,-74138.92876,-287518.8948,-236078.4124,-107332.1396,-130431.0665,-954583.4812,-48221.18628
5627,-21673.22952,-12654.24707,-76557.48803,-78641.81814,-304981.5935,-250416.8307,-113851.0462,-138352.9056,-1012560.901,-51149.94005
5628,-21433.554,-12514.30884,-75710.86958,-77772.14993,-301608.9248,-247647.5718,-112592.0133,-136822.9165,-1001363.398,-50584.29346
5629,-21179.4706,-12365.95836,-74813.35745,-76850.20241,-298033.5112,-244711.8414,-111257.2948,-135200.9535,-989492.7667,-49984.64353
5630,-21542.29664,-12577.7999,-76094.98695,-78166.72515,-303139.1308,-248904.0061,-113163.2463,-137517.0844,-1006443.792,-50840.93171
5631,-20997.95242,-12259.97619,-74172.17121,-76191.55944,-295479.2216,-242614.5439,-110303.7666,-134042.2167,-981012.3407,-49556.25124
5632,-21903.75551,-12788.8432,-77371.78712,-79478.28708,-308225.5117,-253080.3742,-115062.0159,-139824.4879,-1023330.944,-51693.9933
5633,-22145.11371,-12929.76388,-78224.34935,-80354.06091,-311621.8587,-255869.075,-116329.888,-141365.2185,-1034607.061,-52263.61108
5634,-22867.08495,-13351.29785,-80774.60631,-82973.75036,-321781.3016,-264210.8752,-120122.4553,-145973.9833,-1068337.145,-53967.50046
5635,-25850.98734,-15093.49497,-91314.80161,-93800.9097,-363770.2127,-298687.4806,-135797.1109,-165021.9783,-1207743.36,-61009.66409
5636,-26355.68362,-15388.16962,-93097.56681,-95632.21192,-370872.2035,-304518.8424,-138448.3171,-168243.7499,-1231322.482,-62200.77336
5637,-26089.29569,-15232.63495,-92156.59072,-94665.6171,-367123.6428,-301440.9429,-137048.962,-166543.2399,-1218876.99,-61572.08409
5638,-24870.83119,-14521.21579,-87852.54452,-90244.3903,-349977.6405,-287362.5603,-130648.2796,-158765.0681,-1161951.025,-58696.44501
5639,-24129.82474,-14088.56782,-85235.04845,-87555.6311,-339550.3375,-278800.8234,-126755.719,-154034.7903,-1127331.626,-56947.63153
5640,-22270.78823,-13003.14088,-78668.27609,-80810.07385,-313390.3269,-257321.1437,-116990.0654,-142167.4725,-1040478.503,-52560.20945
5641,-21736.0142,-12690.90486,-76779.26565,-78869.63381,-305865.0876,-251142.2575,-114180.8586,-138753.6969,-1015494.166,-51298.11514
5642,-21563.54037,-12590.20338,-76170.02728,-78243.80851,-303438.0685,-249149.4604,-113274.8411,-137652.6956,-1007436.287,-50891.068
5643,-20950.83761,-12232.46749,-74005.74512,-76020.60228,-294816.231,-242070.1701,-110056.2691,-133741.4554,-978811.1641,-49445.05788
5644,-20783.30663,-12134.65196,-73413.96663,-75412.71222,-292458.7666,-240134.4836,-109176.2167,-132672.0071,-970984.2124,-49049.67612
5645,-21207.86568,-12382.53726,-74913.65889,-76953.23462,-298433.0815,-245039.9238,-111406.4562,-135382.2159,-990819.3687,-50051.65739
5646,-20505.56067,-11972.48572,-72432.86996,-74404.90452,-288550.3779,-236925.3512,-107717.197,-130898.9921,-958008.0796,-48394.18131
5647,-20175.96739,-11780.04764,-71268.63029,-73208.96763,-283912.4035,-233117.1645,-105985.8196,-128795.0053,-942609.6699,-47616.32417
5648,-20424.5821,-11925.20515,-72146.82512,-74111.07191,-287410.8628,-235989.7086,-107291.8108,-130382.0585,-954224.8073,-48203.06772
5649,-20857.55451,-12178.00272,-73676.23632,-75682.12238,-293503.5688,-240992.3585,-109566.2462,-133145.9747,-974453.0309,-49224.90495
5650,-20820.85124,-12156.57295,-73546.58742,-75548.9437,-292987.0873,-240568.2815,-109373.4413,-132911.6763,-972738.275,-49138.28333
5651,-20502.61599,-11970.76643,-72422.46833,-74394.2197,-288508.941,-236891.3278,-107701.7284,-130880.1945,-957870.5061,-48387.23173
